Age,Potential,foot,Value,Wage,Height_cm,Weight_kg,Acceleration,Sprint speed,Agility,Reactions,Balance,Stamina,Strength,International reputation,Is_On_Loan,Is_Free_Agent,Contract_Years_Left,Team_encoded,Forward Score,Midfielder Score,Defender Score,Goalkeeper Score,Position Category_Defender,Position Category_Forward,Position Category_Goalkeeper,Position Category_Midfielder
24,77,1,15.29711532616119,9.852246888342531,188,74,84,89,75.0,72,68.0,71,74,1,0,0,3,15.498861079146836,79.8,67.4,44.8,8.8,0.0,1.0,0.0,0.0
22,77,1,15.096444681204078,9.105090961257083,176,75,82,81,79.0,69,68.0,52,55,1,1,0,0,13.430423468636937,73.8,65.4,32.8,10.0,0.0,0.0,0.0,1.0
21,79,1,15.039286283703994,9.546884034617923,180,80,85,87,72.0,67,73.0,83,72,1,0,0,1,13.604165024654538,70.4,65.4,65.0,11.6,1.0,0.0,0.0,0.0
29,74,1,14.648420115681892,9.39274525863144,185,85,20,36,25.0,71,40.0,22,66,1,0,0,2,13.429671974294894,25.0,25.0,20.4,72.2,0.0,0.0,1.0,0.0
22,77,1,14.731801689838347,9.472781556562168,195,83,66,78,59.0,65,35.0,62,80,1,0,0,3,13.80157806629388,54.0,59.0,68.6,13.2,1.0,0.0,0.0,0.0
27,70,1,14.346139397261563,9.105090961257083,182,85,62,67,62.0,70,70.0,78,81,1,1,0,0,13.44957184754862,69.2,58.4,37.0,9.6,0.0,1.0,0.0,0.0
23,74,1,14.45736497045232,9.741027444837728,174,70,77,78,74.0,65,74.0,76,70,1,1,0,0,13.15873645450656,64.0,64.6,63.8,8.2,1.0,0.0,0.0,0.0
23,81,1,15.894952224644102,11.002116507732016,191,80,65,69,63.0,73,59.0,67,78,1,0,0,3,16.636746571385043,56.4,61.8,75.8,10.6,1.0,0.0,0.0,0.0
21,77,0,14.45736497045232,7.601402334583733,182,71,71,71,76.0,64,60.0,79,52,1,0,0,2,14.730095338876154,61.8,70.8,62.2,10.4,1.0,0.0,0.0,0.0
24,72,1,14.346139397261563,8.853808274977197,182,70,76,80,75.0,69,68.0,74,61,1,0,0,2,13.44957184754862,69.0,69.6,62.0,9.4,0.0,0.0,0.0,1.0
24,72,1,14.077875591662238,7.601402334583733,194,85,62,57,52.0,53,36.0,62,90,1,0,0,1,13.640639655126344,51.0,49.2,67.6,9.4,1.0,0.0,0.0,0.0
26,77,1,15.894952224644102,10.275085591132717,187,77,83,86,66.0,70,53.0,86,67,1,0,0,3,14.610615134844029,64.0,66.8,72.0,10.6,1.0,0.0,0.0,0.0
23,76,1,14.77102238760702,9.472781556562168,180,77,69,60,75.0,68,78.0,79,69,1,0,0,1,13.44957184754862,64.8,69.6,67.6,11.0,0.0,0.0,0.0,1.0
23,72,1,14.151983508870948,8.517393171418904,191,82,67,62,52.0,57,48.0,84,77,1,0,0,2,14.014469984580872,54.4,65.2,65.0,8.0,1.0,0.0,0.0,0.0
23,78,1,15.123843647884687,10.404293143019792,176,69,80,83,87.0,73,79.0,77,63,1,0,0,2,15.250925565382092,75.8,70.4,42.6,10.6,0.0,0.0,0.0,1.0
25,79,0,16.012735246411598,10.165890277802454,192,92,79,73,67.0,64,49.0,89,91,1,1,0,0,14.420268531954298,55.8,62.2,78.6,12.2,1.0,0.0,0.0,0.0
23,73,0,14.220976332738882,8.853808274977197,185,78,68,68,69.0,65,65.0,68,71,1,1,0,0,13.44957184754862,51.2,56.2,69.0,10.2,1.0,0.0,0.0,0.0
26,79,1,16.257857680289998,10.714439990727769,183,77,77,72,80.0,70,69.0,85,73,1,0,0,2,15.381072448764623,69.8,75.6,76.0,12.6,0.0,0.0,0.0,1.0
21,81,0,15.424948670398354,8.517393171418904,180,73,66,63,66.0,71,71.0,79,55,1,0,0,3,13.670228591386614,66.8,75.8,57.4,8.4,0.0,0.0,0.0,1.0
22,75,0,14.731801689838347,7.601402334583733,175,69,80,81,81.0,65,76.0,60,66,1,0,0,0,13.965669416231956,73.2,58.6,23.6,11.2,0.0,1.0,0.0,0.0
22,76,1,14.731801689838347,8.294299608857235,188,81,49,55,47.0,66,52.0,68,74,1,0,0,3,13.44957184754862,44.8,57.8,70.4,11.0,1.0,0.0,0.0,0.0
23,70,0,14.077875591662238,7.601402334583733,188,76,65,69,57.0,62,62.0,70,66,1,0,0,3,13.801459575726785,58.0,62.4,64.4,9.8,1.0,0.0,0.0,0.0
22,76,1,14.648420115681892,8.006700845440367,185,73,60,64,41.0,66,50.0,75,80,1,0,0,2,13.676510372859726,51.2,62.8,70.8,11.0,1.0,0.0,0.0,0.0
25,80,1,16.88356353960952,11.277215789596893,183,80,75,76,69.0,82,69.0,74,78,1,0,0,3,15.927975590723786,78.2,73.0,40.8,10.2,0.0,1.0,0.0,0.0
23,83,1,16.860033043306743,10.239995502805316,181,85,85,94,71.0,75,73.0,75,81,1,0,0,4,16.30584950425012,82.0,72.0,57.4,9.2,0.0,0.0,0.0,1.0
26,68,1,13.997832948091215,6.85751406254539,181,75,77,74,82.0,68,78.0,84,62,1,0,0,1,13.41265503043043,65.6,71.0,59.6,10.8,0.0,0.0,0.0,1.0
26,77,1,16.012735246411598,10.404293143019792,178,74,75,73,77.0,74,74.0,80,73,1,1,0,0,15.074527042435612,75.6,77.4,71.2,9.4,0.0,0.0,0.0,1.0
25,74,1,14.648420115681892,8.699681400989514,179,69,74,70,67.0,72,73.0,85,54,1,0,0,3,13.430423468636937,62.8,70.4,62.2,9.0,1.0,0.0,0.0,0.0
22,76,0,14.603968372873895,8.517393171418904,174,70,76,64,75.0,62,72.0,66,70,1,0,0,4,13.93516225422369,67.4,65.6,67.2,8.6,0.0,0.0,0.0,1.0
23,76,0,14.648420115681892,8.699681400989514,188,77,66,70,65.0,69,64.0,74,75,1,0,0,2,14.285082756493908,57.0,70.8,71.6,11.8,0.0,0.0,0.0,1.0
23,82,1,16.257857680289998,10.545367754151744,178,71,77,64,85.0,72,87.0,77,58,1,0,0,3,15.422542765811915,69.6,77.2,37.2,8.6,0.0,0.0,0.0,1.0
23,64,1,12.765691290604371,6.621405651764134,196,90,62,67,39.0,55,42.0,62,83,1,0,0,3,12.699748254507842,60.8,52.4,28.6,9.2,0.0,1.0,0.0,0.0
24,74,0,14.508658238524095,8.294299608857235,173,68,79,80,74.0,62,80.0,78,63,1,0,0,1,13.494129846986176,66.6,65.2,64.0,12.8,1.0,0.0,0.0,0.0
22,77,1,14.88022163978423,8.853808274977197,192,86,46,69,55.0,68,62.0,69,86,1,0,0,1,13.555701453105366,44.4,55.8,71.0,8.0,1.0,0.0,0.0,0.0
23,82,1,16.300417291085605,10.165890277802454,175,71,85,77,86.0,73,86.0,76,69,1,0,0,3,14.31326433712965,76.4,75.0,42.0,10.8,0.0,0.0,0.0,1.0
23,73,1,14.220976332738882,9.105090961257083,180,75,77,82,73.0,62,75.0,72,58,1,1,0,0,13.430423468636937,63.4,63.4,61.8,9.2,1.0,0.0,0.0,0.0
24,74,1,14.508658238524095,7.601402334583733,189,77,75,79,59.0,62,63.0,78,80,1,0,0,2,13.636884368960992,65.6,65.0,68.2,8.8,1.0,0.0,0.0,0.0
22,83,1,16.52356082573315,10.085850775128716,169,66,79,65,91.0,74,91.0,90,48,1,0,0,1,14.956689207046,75.8,77.2,47.0,9.0,0.0,0.0,0.0,1.0
23,73,1,14.285514812209817,6.478509642208569,192,85,55,53,45.0,64,42.0,54,77,1,0,0,3,13.085432482102254,47.4,53.6,67.8,9.0,1.0,0.0,0.0,0.0
24,74,1,14.45736497045232,9.210440366976515,194,85,58,60,56.0,67,64.0,59,77,1,0,0,2,14.397708207921124,55.4,61.6,71.2,10.8,1.0,0.0,0.0,0.0
27,72,0,14.731801689838347,8.517393171418904,189,78,66,78,65.0,75,60.0,71,79,1,0,0,3,13.942007570275264,72.8,70.8,54.2,9.6,0.0,1.0,0.0,0.0
24,77,0,15.009433329466964,9.680406499268877,172,72,87,83,84.0,67,80.0,85,66,1,0,0,2,13.44957184754862,70.0,71.6,65.6,8.2,0.0,0.0,0.0,1.0
24,76,0,14.845130332288226,9.105090961257083,180,79,75,73,66.0,70,62.0,71,61,1,0,0,1,14.0992448418621,70.0,69.8,42.8,9.0,0.0,0.0,0.0,1.0
21,78,1,15.150511887854474,9.852246888342531,177,63,75,73,78.0,69,76.0,79,53,1,1,0,0,14.125742714898871,68.4,73.8,63.0,9.8,0.0,0.0,0.0,1.0
27,73,0,14.88022163978423,9.39274525863144,183,73,75,67,52.0,70,62.0,76,75,1,0,0,2,15.07798076805755,67.8,73.6,70.8,8.2,1.0,0.0,0.0,0.0
23,81,1,16.52356082573315,10.203629181337648,180,73,88,89,79.0,73,77.0,76,55,2,0,0,2,15.550699553578731,80.4,70.8,56.0,11.0,0.0,0.0,0.0,1.0
25,68,0,13.493928313146206,8.006700845440367,186,71,87,90,81.0,62,69.0,79,61,1,0,0,0,13.553253250200166,72.4,61.0,49.6,11.6,0.0,0.0,0.0,1.0
22,77,1,15.009433329466964,10.12667110305036,183,74,77,75,67.0,66,58.0,65,73,1,1,0,0,13.44957184754862,72.0,59.8,31.0,10.4,0.0,1.0,0.0,0.0
21,73,1,14.285514812209817,6.90875477931522,176,74,68,72,70.0,62,76.0,70,63,1,0,0,0,13.41265503043043,66.2,66.4,62.8,11.0,0.0,0.0,0.0,1.0
24,75,1,14.80876270134486,9.741027444837728,183,79,79,78,79.0,72,73.0,74,61,1,1,0,0,15.768083506585066,74.4,61.4,29.4,9.8,0.0,1.0,0.0,0.0
23,83,1,16.61887099947687,10.12667110305036,176,72,73,69,82.0,73,79.0,79,55,1,0,0,2,14.714202811172251,72.4,77.4,73.8,9.4,0.0,0.0,0.0,1.0
25,79,1,15.520258832020865,9.90353755128617,173,72,64,64,63.0,75,69.0,51,70,1,0,0,3,15.0431220337527,58.8,60.8,74.4,10.4,1.0,0.0,0.0,0.0
24,75,0,14.603968372873895,8.699681400989514,185,69,81,81,76.0,63,68.0,76,56,1,0,0,2,14.220862374073908,68.0,66.2,64.4,10.4,1.0,0.0,0.0,0.0
24,80,1,16.489659276356317,11.097425172408933,184,79,86,92,84.0,74,74.0,72,65,1,0,0,4,16.284743930537523,81.6,71.0,63.6,12.2,0.0,0.0,0.0,1.0
25,74,1,14.285514812209817,8.517393171418904,192,88,42,44,35.0,64,34.0,24,70,1,0,0,0,13.910224844901505,33.0,24.8,26.4,68.0,0.0,0.0,1.0,0.0
23,74,0,14.220976332738882,8.294299608857235,185,82,53,53,60.0,61,46.0,51,70,1,0,0,0,14.060198356257882,56.6,59.8,65.4,12.2,1.0,0.0,0.0,0.0
32,71,0,14.077875591662238,9.210440366976515,180,73,75,74,61.0,67,70.0,80,77,1,0,0,3,14.505840448108415,59.2,65.6,69.0,9.8,1.0,0.0,0.0,0.0
24,81,0,16.118095750958314,10.491301994830229,192,74,86,90,76.0,71,65.0,80,80,1,0,0,2,15.381072448764623,68.6,68.4,75.8,11.4,1.0,0.0,0.0,0.0
22,82,1,16.257857680289998,10.645448706505872,182,70,74,77,78.0,74,77.0,90,76,1,0,0,2,14.737886972796137,71.8,78.6,71.8,8.4,0.0,0.0,0.0,1.0
22,69,1,13.527829818844936,7.601402334583733,169,85,62,63,61.0,52,73.0,32,32,1,0,0,0,14.10465728603064,68.0,60.4,17.0,12.2,0.0,0.0,0.0,1.0
23,74,0,14.557448378884017,8.006700845440367,180,79,73,72,73.0,52,68.0,66,62,1,0,0,0,13.428623497660066,69.8,57.6,22.6,8.8,0.0,1.0,0.0,0.0
26,71,1,14.508658238524095,8.699681400989514,175,70,78,65,81.0,67,82.0,78,73,1,0,0,2,14.000274416051283,71.2,70.0,54.6,10.4,0.0,0.0,0.0,1.0
27,70,1,14.346139397261563,9.61587214452889,175,72,89,87,73.0,69,80.0,58,47,1,0,0,0,13.44957184754862,73.2,61.2,47.2,10.2,0.0,0.0,0.0,1.0
23,74,1,14.45736497045232,8.517393171418904,176,71,72,74,70.0,58,74.0,63,64,1,0,0,1,13.649784145211765,70.2,64.8,53.6,10.0,0.0,0.0,0.0,1.0
24,76,0,14.77102238760702,9.852246888342531,190,85,55,59,61.0,66,55.0,55,81,1,1,0,0,15.390321683100618,52.4,61.0,72.2,8.6,1.0,0.0,0.0,0.0
23,77,1,14.80876270134486,9.852246888342531,170,71,72,66,77.0,68,85.0,63,77,1,0,0,2,14.10459924566484,67.4,70.4,69.8,12.6,0.0,0.0,0.0,1.0
22,78,1,15.250595321348806,9.210440366976515,197,90,44,58,40.0,68,34.0,59,88,1,0,0,3,14.477205510646444,54.0,63.2,74.6,7.8,1.0,0.0,0.0,0.0
19,83,0,15.424948670398354,10.839600519357369,165,64,82,76,87.0,66,88.0,69,45,1,1,0,0,13.429671974294894,73.8,68.4,52.0,11.4,0.0,0.0,0.0,1.0
24,73,0,14.346139397261563,8.294299608857235,170,66,76,68,78.0,65,88.0,81,44,1,0,0,1,13.430423468636937,62.4,68.2,59.4,9.2,1.0,0.0,0.0,0.0
24,67,0,13.21767537538882,7.601402334583733,185,75,73,75,71.0,59,71.0,69,59,1,0,0,2,13.951064918215122,54.2,53.8,57.4,7.2,1.0,0.0,0.0,0.0
22,81,0,15.404745967162468,10.59665973278358,190,78,56,64,60.0,67,58.0,59,78,1,0,0,3,15.952355419115731,49.2,65.0,72.6,9.8,1.0,0.0,0.0,0.0
22,86,1,17.129696599000436,10.714439990727769,193,89,57,55,52.0,76,45.0,30,72,1,0,0,2,15.930652764104426,39.2,34.2,26.8,80.0,0.0,0.0,1.0,0.0
23,75,1,14.690979711984754,10.239995502805316,174,67,79,74,86.0,72,82.0,78,42,1,1,0,0,13.326652412390375,66.4,70.8,60.2,10.6,1.0,0.0,0.0,0.0
25,82,1,16.951004817371683,10.463131911491969,182,62,79,77,82.0,76,73.0,81,71,1,0,0,4,15.301697799011285,77.6,80.8,69.0,9.6,0.0,0.0,0.0,1.0
24,75,1,14.508658238524095,8.699681400989514,183,74,71,74,71.0,67,59.0,73,74,1,0,0,0,13.428623497660066,59.0,65.8,68.6,13.6,1.0,0.0,0.0,0.0
23,78,1,15.520258832020865,10.12667110305036,178,72,69,77,72.0,71,79.0,91,82,1,0,0,2,14.05436360723451,65.8,74.4,73.0,7.8,0.0,0.0,0.0,1.0
27,68,1,13.997832948091215,9.210440366976515,189,80,50,51,58.0,68,63.0,66,84,1,0,0,1,14.27213459032411,59.4,61.0,38.2,12.2,0.0,1.0,0.0,0.0
23,78,1,15.830413711839864,10.043292972227004,175,71,84,82,85.0,70,81.0,82,45,1,0,0,3,13.428623497660066,76.8,75.4,47.4,10.8,0.0,0.0,0.0,1.0
24,73,1,14.508658238524095,9.680406499268877,188,86,66,65,73.0,67,68.0,73,76,1,0,0,2,14.145355843448218,68.6,70.8,61.8,10.0,0.0,0.0,0.0,1.0
25,80,0,16.454567959008102,11.112462823634855,174,72,87,82,86.0,76,84.0,64,67,1,0,0,4,15.981012509491103,81.2,71.0,42.8,10.4,0.0,1.0,0.0,0.0
22,76,1,14.648420115681892,8.517393171418904,172,64,91,89,90.0,64,84.0,55,34,1,0,0,2,14.200110769378616,74.4,57.8,23.4,11.0,0.0,0.0,0.0,1.0
27,69,0,14.220976332738882,9.546884034617923,168,70,79,78,62.0,62,81.0,74,58,1,0,0,2,13.430423468636937,70.6,65.4,51.0,10.0,0.0,0.0,0.0,1.0
22,82,0,15.76142084987672,10.239995502805316,175,61,85,79,87.0,71,91.0,48,34,1,0,0,3,15.07986221546522,74.4,64.8,54.8,10.2,0.0,0.0,0.0,1.0
25,71,1,14.285514812209817,8.517393171418904,177,70,80,76,74.0,65,74.0,62,56,1,0,0,1,13.55812709586852,73.2,60.0,24.6,10.6,0.0,1.0,0.0,0.0
26,66,0,13.652992804936396,8.006700845440367,174,66,92,92,89.0,66,82.0,81,64,1,1,0,0,13.44957184754862,75.8,59.6,51.0,9.2,0.0,1.0,0.0,0.0
21,75,1,14.077875591662238,7.601402334583733,170,69,84,79,82.0,60,81.0,68,54,1,0,0,1,13.358977673905525,67.4,61.0,56.2,11.0,0.0,0.0,0.0,1.0
22,75,1,14.731801689838347,8.294299608857235,170,66,93,91,91.0,59,90.0,69,56,1,0,0,2,13.429671974294894,75.8,61.8,48.4,11.2,0.0,0.0,0.0,1.0
23,71,1,13.910821646859096,6.90875477931522,188,69,74,63,76.0,62,52.0,74,61,1,0,0,1,13.44957184754862,65.2,66.2,54.0,7.6,0.0,0.0,0.0,1.0
25,73,1,14.845130332288226,8.517393171418904,181,78,73,70,73.0,68,74.0,79,70,1,0,0,3,13.428623497660066,70.4,72.0,58.8,8.6,0.0,0.0,0.0,1.0
28,76,1,15.520258832020865,9.546884034617923,183,73,77,75,69.0,75,71.0,82,79,1,0,0,2,15.368188572105598,69.8,72.8,74.4,9.8,0.0,0.0,0.0,1.0
24,64,1,12.765691290604371,6.55250788703459,178,72,74,71,77.0,58,66.0,54,55,1,0,0,1,13.41265503043043,64.2,50.2,25.0,10.2,0.0,1.0,0.0,0.0
23,80,1,15.607270193858982,10.59665973278358,185,77,78,78,77.0,68,73.0,70,72,1,1,0,0,14.88780755010243,76.0,67.0,28.2,11.0,0.0,1.0,0.0,0.0
23,78,0,15.274125813221904,9.546884034617923,189,71,75,82,68.0,63,71.0,86,63,1,0,0,2,13.428623497660066,71.4,70.2,66.4,10.0,1.0,0.0,0.0,0.0
23,81,1,15.955576839107596,10.62135173563291,188,83,69,74,69.0,72,67.0,69,69,1,1,0,0,15.051331760461895,72.0,74.0,45.0,13.0,0.0,0.0,0.0,1.0
25,69,1,13.910821646859096,8.699681400989514,184,70,70,60,76.0,65,77.0,78,65,1,0,0,2,13.74401345667985,62.4,68.6,61.6,11.6,0.0,0.0,0.0,1.0
23,72,1,14.077875591662238,7.601402334583733,174,66,72,71,90.0,67,83.0,85,42,1,0,0,3,13.4914623158523,63.6,70.0,61.4,10.2,0.0,0.0,0.0,1.0
22,77,1,14.603968372873895,8.699681400989514,184,74,65,67,75.0,63,79.0,71,61,1,0,0,3,13.308132651607243,62.0,70.0,62.4,11.0,0.0,0.0,0.0,1.0
22,74,1,14.557448378884017,8.987321812850125,183,75,79,72,81.0,64,56.0,67,67,1,1,0,0,13.41265503043043,70.6,65.0,28.4,11.8,0.0,1.0,0.0,0.0
28,70,1,14.285514812209817,9.798182590890704,168,69,76,72,85.0,68,87.0,81,56,1,0,0,2,13.804338478803988,68.4,72.2,62.0,11.2,0.0,0.0,0.0,1.0
23,83,1,16.951004817371683,10.308985993422082,182,77,69,73,74.0,77,70.0,89,79,1,0,0,2,15.237615950863304,67.6,76.2,78.6,11.2,0.0,0.0,0.0,1.0
24,79,0,15.607270193858982,10.12667110305036,188,75,74,73,69.0,71,57.0,69,79,1,0,0,2,14.838398821008589,54.8,62.2,75.8,9.6,1.0,0.0,0.0,0.0
23,76,1,15.250595321348806,10.518700218288163,175,70,90,86,88.0,70,87.0,62,60,1,0,0,3,16.078240102759942,78.0,68.6,33.2,10.4,0.0,0.0,0.0,1.0
23,72,1,13.997832948091215,8.294299608857235,184,74,68,73,67.0,61,62.0,62,68,1,0,0,2,13.430423468636937,50.0,61.0,65.8,11.6,1.0,0.0,0.0,0.0
23,79,0,15.319588176962746,10.043292972227004,184,80,72,73,74.0,68,55.0,73,69,1,1,0,0,14.446663439854882,63.2,68.2,70.2,12.6,1.0,0.0,0.0,0.0
23,82,0,16.588099342704055,10.819798284210286,184,70,75,64,77.0,73,71.0,59,64,1,0,0,3,16.17979992434615,73.4,75.4,61.8,13.0,0.0,0.0,0.0,1.0
25,74,1,14.603968372873895,9.90353755128617,186,84,63,63,66.0,70,65.0,65,73,1,1,0,0,14.953497260543411,58.0,68.6,69.2,9.8,1.0,0.0,0.0,0.0
23,64,0,13.017005083966255,6.68586094706836,186,85,77,81,65.0,57,62.0,56,85,1,0,0,1,12.91470438127681,67.8,56.0,50.0,9.8,0.0,1.0,0.0,0.0
22,78,0,14.77102238760702,9.305741456739437,181,80,75,73,60.0,58,70.0,65,73,1,0,0,1,12.490497327912207,61.8,66.8,66.0,10.2,1.0,0.0,0.0,0.0
26,65,1,13.304686600863562,6.803505257608338,190,80,65,67,57.0,58,43.0,66,82,1,0,0,1,13.41265503043043,63.4,53.0,30.0,11.0,0.0,1.0,0.0,0.0
25,70,0,13.997832948091215,9.546884034617923,177,60,92,93,87.0,58,70.0,82,56,1,0,0,3,14.877033458153129,73.6,66.6,58.2,10.6,0.0,0.0,0.0,1.0
23,77,1,14.978661680269909,8.699681400989514,180,71,92,83,83.0,70,80.0,93,70,1,0,0,4,14.119315557918185,72.8,72.6,73.2,9.2,1.0,0.0,0.0,0.0
23,80,1,15.607270193858982,9.472781556562168,181,74,78,78,79.0,73,74.0,83,71,1,0,0,0,14.883971425748248,70.6,74.8,68.6,10.6,0.0,0.0,0.0,1.0
23,72,1,14.151983508870948,8.006700845440367,176,71,85,86,72.0,67,83.0,69,56,1,0,0,1,13.503279338843456,72.6,56.4,50.6,10.2,0.0,0.0,0.0,1.0
26,72,0,14.346139397261563,7.601402334583733,182,72,82,81,79.0,66,73.0,68,57,1,0,0,2,13.44957184754862,68.2,66.0,62.2,9.8,0.0,0.0,0.0,1.0
23,77,1,14.80876270134486,8.699681400989514,190,87,29,24,29.0,59,28.0,26,65,1,0,0,1,14.0656700903109,24.6,39.2,22.2,69.6,0.0,0.0,1.0,0.0
24,77,0,15.607270193858982,10.165890277802454,183,69,76,78,74.0,73,68.0,77,67,1,0,0,3,14.244639682101552,75.4,69.4,41.4,10.6,0.0,0.0,0.0,1.0
24,72,0,14.220976332738882,8.006700845440367,171,67,80,78,84.0,66,86.0,80,57,1,0,0,0,13.429671974294894,69.0,68.8,61.0,9.0,0.0,0.0,0.0,1.0
26,72,0,14.285514812209817,9.105090961257083,187,78,73,74,61.0,66,59.0,85,78,1,0,0,2,13.44957184754862,64.2,67.4,70.2,7.6,1.0,0.0,0.0,0.0
21,73,1,14.220976332738882,9.61587214452889,177,68,74,78,71.0,63,68.0,66,61,1,0,0,1,16.53923659900635,63.2,62.4,59.2,9.4,1.0,0.0,0.0,0.0
26,65,0,13.34550852871726,6.398594934535208,187,72,63,64,65.0,62,66.0,80,59,1,0,0,3,13.231386322047747,52.4,57.2,61.2,9.0,1.0,0.0,0.0,0.0
24,80,1,16.489659276356317,9.546884034617923,178,75,83,82,81.0,76,79.0,80,57,1,0,0,4,15.75241277079552,80.2,74.6,55.6,8.6,0.0,0.0,0.0,1.0
26,79,0,16.61887099947687,10.434145214930489,166,66,78,76,82.0,70,83.0,64,61,1,0,0,3,14.027271147512144,79.0,75.4,45.0,11.0,0.0,0.0,0.0,1.0
24,79,1,16.118095750958314,9.99884318585288,178,63,81,78,80.0,76,77.0,67,61,1,0,0,1,14.860064358124797,76.4,71.8,39.4,11.2,0.0,0.0,0.0,1.0
25,69,1,14.077875591662238,8.517393171418904,184,73,70,75,74.0,70,67.0,79,76,1,0,0,2,13.429671974294894,68.6,69.0,68.8,9.8,0.0,0.0,0.0,1.0
25,81,1,16.759949589762293,11.034905792929417,172,69,83,77,82.0,79,84.0,65,56,2,0,0,4,15.81719793467804,79.8,73.6,30.0,10.0,0.0,0.0,0.0,1.0
22,77,1,14.603968372873895,7.601402334583733,180,72,72,54,85.0,65,83.0,83,56,1,0,0,2,13.411225099117273,57.8,69.4,62.0,10.0,0.0,0.0,0.0,1.0
24,76,1,14.77102238760702,8.517393171418904,189,84,61,68,58.0,67,52.0,70,82,1,0,0,1,13.356107363851702,54.8,63.2,71.0,10.0,1.0,0.0,0.0,0.0
22,77,1,14.978661680269909,8.853808274977197,181,72,77,68,85.0,67,79.0,63,54,1,0,0,1,14.237312740865503,70.0,69.0,52.6,9.2,0.0,0.0,0.0,1.0
28,71,1,14.45736497045232,9.90353755128617,185,80,65,61,60.0,75,60.0,79,74,1,0,0,2,13.428623497660066,69.2,72.8,69.2,10.8,0.0,1.0,0.0,0.0
25,79,1,15.76142084987672,8.517393171418904,184,76,68,63,65.0,68,67.0,81,70,1,1,0,0,14.60328204171038,69.0,80.4,69.8,9.4,0.0,0.0,0.0,1.0
24,78,1,15.830413711839864,10.043292972227004,178,66,86,83,85.0,73,76.0,82,58,1,0,0,3,15.040738918543592,77.2,73.0,44.0,9.6,0.0,0.0,0.0,1.0
24,73,1,14.346139397261563,8.699681400989514,192,77,70,66,59.0,59,53.0,85,81,1,0,0,2,13.429671974294894,61.0,69.4,66.4,8.0,0.0,0.0,0.0,1.0
23,67,1,13.592368256649284,7.601402334583733,177,67,82,80,79.0,52,71.0,59,59,1,0,0,1,13.164102684130183,71.8,56.0,26.8,8.0,0.0,1.0,0.0,0.0
25,71,1,14.45736497045232,9.546884034617923,173,72,82,84,76.0,68,67.0,72,68,1,0,0,3,13.429671974294894,73.8,66.0,49.0,9.8,0.0,0.0,0.0,1.0
27,74,0,15.226497775576943,9.680406499268877,181,70,79,80,75.0,73,74.0,74,66,1,0,0,0,14.900405059690776,73.8,72.6,68.4,10.2,1.0,0.0,0.0,0.0
26,70,1,14.285514812209817,8.699681400989514,175,74,83,76,78.0,63,75.0,66,64,1,0,0,3,13.997338917802631,73.6,65.4,49.2,10.6,0.0,0.0,0.0,1.0
25,73,1,14.45736497045232,8.517393171418904,182,72,71,81,66.0,68,67.0,69,74,1,0,0,0,14.299666173612827,62.8,58.8,69.2,8.6,1.0,0.0,0.0,0.0
31,70,1,13.910821646859096,9.90353755128617,190,86,53,65,72.0,55,54.0,65,69,1,0,0,0,14.027271147512144,50.8,53.0,74.6,11.2,1.0,0.0,0.0,0.0
25,72,1,14.220976332738882,8.853808274977197,188,64,73,76,72.0,64,64.0,70,78,1,0,0,2,13.75453871348151,56.6,59.8,68.8,8.6,1.0,0.0,0.0,0.0
21,75,1,13.997832948091215,8.987321812850125,173,70,82,85,77.0,58,81.0,63,70,1,1,0,0,13.44957184754862,69.6,56.4,49.4,8.8,0.0,0.0,0.0,1.0
24,64,1,12.429220196836384,6.311734809152915,188,92,33,50,48.0,56,47.0,30,68,1,0,0,0,13.41265503043043,28.2,22.6,21.8,56.6,0.0,0.0,1.0,0.0
23,73,1,14.508658238524095,8.517393171418904,180,75,72,69,69.0,67,65.0,72,67,1,0,0,2,13.643376138751163,70.4,70.6,55.0,10.4,0.0,0.0,0.0,1.0
23,77,1,14.88022163978423,7.601402334583733,183,78,71,80,69.0,66,53.0,65,79,1,0,0,1,14.070150003346567,59.8,61.4,70.4,9.0,1.0,0.0,0.0,0.0
24,75,0,14.731801689838347,9.305741456739437,177,65,81,87,85.0,65,83.0,78,69,1,0,0,3,14.910957400092624,61.4,65.2,67.8,11.4,1.0,0.0,0.0,0.0
28,66,1,13.652992804936396,8.006700845440367,180,73,81,90,78.0,63,70.0,64,59,1,0,0,3,13.199435064392263,74.0,62.0,48.6,8.8,0.0,0.0,0.0,1.0
24,74,1,14.403297778421797,8.006700845440367,184,75,70,71,65.0,67,61.0,68,71,1,0,0,1,13.430423468636937,64.4,66.0,68.4,10.8,0.0,0.0,0.0,1.0
22,72,1,13.997832948091215,9.305741456739437,185,76,67,57,71.0,63,55.0,79,71,1,0,0,0,13.413028287395246,53.6,64.0,67.2,9.2,1.0,0.0,0.0,0.0
25,74,1,14.731801689838347,8.987321812850125,185,70,70,68,69.0,74,76.0,85,64,1,0,0,3,13.174510612457054,69.6,72.4,66.4,10.8,0.0,0.0,0.0,1.0
22,67,1,13.45883704259595,6.803505257608338,180,72,70,65,69.0,60,72.0,61,65,1,0,0,1,12.817924821438387,64.8,60.0,48.2,9.6,0.0,0.0,0.0,1.0
26,75,1,15.607270193858982,9.210440366976515,169,69,90,90,90.0,71,90.0,83,69,1,0,0,3,13.429671974294894,78.8,71.6,39.0,11.6,0.0,0.0,0.0,1.0
