Age,Potential,foot,Value,Wage,Height_cm,Weight_kg,Acceleration,Sprint speed,Agility,Reactions,Balance,Stamina,Strength,International reputation,Is_On_Loan,Is_Free_Agent,Contract_Years_Left,Team_encoded,Forward Score,Midfielder Score,Defender Score,Goalkeeper Score,Position Category_Defender,Position Category_Forward,Position Category_Goalkeeper,Position Category_Midfielder
21,67,1,13.07107218827772,8.517393171418904,175,70,66,66,69.0,55,75.0,52,56,1,0,0,0,13.978103324102056,53.6,50.4,57.8,7.6,1.0,0.0,0.0,0.0
19,74,1,13.21767537538882,9.472781556562168,188,80,60,64,47.0,55,53.0,59,66,1,1,0,0,13.703718166072724,45.6,52.8,60.6,11.0,1.0,0.0,0.0,0.0
22,68,1,13.122365377402328,8.294299608857235,172,63,78,75,73.0,45,81.0,47,58,1,0,0,3,13.70792204856375,65.4,55.8,31.6,11.2,0.0,0.0,0.0,1.0
19,68,1,13.017005083966255,6.803505257608338,187,82,55,59,61.0,54,67.0,52,55,1,0,0,2,12.785152744880063,58.0,54.0,25.6,8.8,0.0,0.0,0.0,1.0
21,76,1,13.910821646859096,6.478509642208569,177,75,66,62,65.0,62,74.0,61,59,1,0,0,4,13.70060811056403,56.4,63.6,59.8,10.0,0.0,0.0,0.0,1.0
19,71,1,12.765691290604371,8.517393171418904,178,72,65,66,67.0,50,70.0,54,62,1,0,0,1,13.247834499856737,58.0,56.0,36.8,12.2,0.0,0.0,0.0,1.0
20,76,1,13.304686600863562,6.398594934535208,176,70,58,67,71.0,54,79.0,66,48,1,0,0,4,13.44957184754862,58.2,60.8,54.6,10.0,0.0,0.0,0.0,1.0
18,75,1,13.122365377402328,6.2166061010848646,188,83,32,28,33.0,50,33.0,28,57,1,0,0,2,15.074527042435612,23.0,21.0,19.6,58.6,0.0,0.0,1.0,0.0
20,68,1,12.765691290604371,9.90353755128617,181,72,83,90,71.0,51,68.0,60,56,1,0,0,0,13.998835389214848,66.8,47.0,31.4,10.2,0.0,1.0,0.0,0.0
21,73,0,13.815511557963774,9.39274525863144,180,75,77,70,68.0,60,64.0,68,59,1,0,0,0,13.430423468636937,49.4,57.8,58.8,11.6,1.0,0.0,0.0,0.0
18,80,1,13.384729180332174,8.006700845440367,191,85,54,58,41.0,55,44.0,53,68,1,0,0,4,13.672418704136284,47.8,49.6,60.4,9.6,1.0,0.0,0.0,0.0
20,70,1,12.83468397161566,8.294299608857235,185,77,69,68,59.0,55,56.0,65,58,1,0,0,0,14.363311208990105,50.4,48.8,53.6,8.4,1.0,0.0,0.0,0.0
18,71,1,12.345838935721968,9.39274525863144,183,78,64,68,64.0,48,61.0,61,57,1,0,0,0,13.80157806629388,47.0,42.2,52.2,11.0,1.0,0.0,0.0,0.0
19,73,1,13.560619598657231,8.517393171418904,178,74,83,83,71.0,58,76.0,59,60,1,1,0,0,12.344485923869026,67.4,54.2,29.8,10.0,0.0,1.0,0.0,0.0
20,78,1,14.346139397261563,8.699681400989514,184,70,64,67,72.0,59,66.0,60,56,1,0,0,2,13.428623497660066,61.2,65.8,60.0,9.2,0.0,0.0,0.0,1.0
21,68,1,12.83468397161566,8.006700845440367,184,76,59,62,54.0,63,58.0,53,60,1,0,0,0,14.941851548921065,52.2,59.4,51.8,10.4,0.0,0.0,0.0,1.0
21,65,0,12.765691290604371,6.2166061010848646,197,86,29,22,35.0,54,30.0,30,60,1,0,0,1,13.14634277664735,21.2,27.6,20.0,57.4,0.0,0.0,1.0,0.0
21,72,1,13.171155446333852,9.39274525863144,180,75,56,55,46.0,59,61.0,58,60,1,0,0,0,14.75054160751006,42.0,47.2,60.8,10.6,1.0,0.0,0.0,0.0
21,61,1,11.60824473564232,6.2166061010848646,155,72,52,56,54.0,50,47.0,66,51,1,0,0,1,12.310227408785618,47.8,51.8,42.0,9.4,0.0,0.0,0.0,1.0
19,76,1,14.077875591662238,8.006700845440367,180,75,76,80,65.0,65,65.0,70,59,1,0,0,0,13.428623497660066,56.4,54.8,61.4,12.2,1.0,0.0,0.0,0.0
21,71,1,12.765691290604371,7.601402334583733,193,81,21,27,25.0,49,25.0,22,57,1,0,0,0,13.78157180869388,20.4,22.0,20.2,56.8,0.0,0.0,1.0,0.0
20,57,1,11.695255355062796,6.2166061010848646,175,67,55,57,57.0,50,37.0,52,33,1,0,0,2,11.397571723311644,52.6,55.4,32.0,11.8,0.0,0.0,0.0,1.0
19,77,1,13.652992804936396,8.517393171418904,184,75,65,65,51.0,57,74.0,51,63,1,0,0,0,13.41265503043043,62.2,51.4,29.4,12.0,0.0,1.0,0.0,0.0
22,69,0,13.21767537538882,7.601402334583733,170,56,71,64,79.0,55,78.0,57,41,1,0,0,4,13.44957184754862,61.6,59.8,38.2,12.0,0.0,0.0,0.0,1.0
18,72,1,12.345838935721968,6.2166061010848646,175,70,64,63,59.0,52,68.0,59,49,1,0,0,0,13.253262769536114,46.2,38.4,50.4,9.6,1.0,0.0,0.0,0.0
17,78,1,13.815511557963774,8.006700845440367,179,75,63,57,50.0,57,68.0,63,57,1,0,0,0,14.145823786149109,45.2,56.2,63.2,10.2,1.0,0.0,0.0,0.0
17,69,0,12.611541086966117,6.2166061010848646,176,72,64,65,54.0,58,71.0,55,44,1,0,0,0,13.721132282719983,45.2,48.2,47.2,11.0,1.0,0.0,0.0,0.0
18,68,1,11.775297421715829,6.55250788703459,189,76,28,19,36.0,44,48.0,23,49,1,0,0,0,12.250821211429152,20.8,24.0,18.4,50.8,0.0,0.0,1.0,0.0
21,62,1,12.100717685412471,8.006700845440367,166,70,57,59,57.0,52,80.0,57,57,1,0,0,4,12.80331493739174,47.8,55.0,49.4,9.6,0.0,0.0,0.0,1.0
22,62,1,12.345838935721968,7.601402334583733,172,66,54,60,57.0,52,63.0,65,47,1,0,0,4,13.429671974294894,44.2,48.4,56.2,11.4,1.0,0.0,0.0,0.0
19,77,0,14.346139397261563,7.601402334583733,188,81,68,74,60.0,63,64.0,66,76,1,0,0,1,13.429671974294894,56.2,64.4,66.8,10.2,1.0,0.0,0.0,0.0
20,73,1,13.527829818844936,6.398594934535208,191,81,55,54,36.0,60,44.0,55,70,1,0,0,4,13.430423468636937,44.8,47.0,63.8,9.8,1.0,0.0,0.0,0.0
20,76,1,13.592368256649284,6.803505257608338,180,75,65,66,74.0,57,68.0,55,63,1,0,0,3,13.642384412395316,62.0,57.0,37.0,10.0,0.0,0.0,0.0,1.0
19,79,1,13.997832948091215,6.90875477931522,169,65,86,82,83.0,48,87.0,63,39,1,0,0,2,13.430423468636937,68.2,60.4,37.2,10.4,0.0,0.0,0.0,1.0
21,66,1,13.017005083966255,8.006700845440367,184,78,51,51,50.0,55,58.0,55,65,1,0,0,0,13.660070481948267,55.8,50.2,28.8,8.6,0.0,1.0,0.0,0.0
22,72,1,13.910821646859096,8.517393171418904,179,75,64,65,65.0,55,59.0,61,66,1,0,0,4,13.684637493322342,59.6,64.2,60.4,9.8,0.0,0.0,0.0,1.0
21,80,1,14.914123179965662,9.210440366976515,180,72,80,76,81.0,64,70.0,64,65,1,1,0,0,13.429671974294894,71.4,62.8,30.4,9.4,0.0,0.0,0.0,1.0
21,78,0,14.648420115681892,8.853808274977197,176,67,75,72,75.0,58,75.0,66,47,1,0,0,4,13.88056262915314,65.8,64.2,27.8,10.2,0.0,0.0,0.0,1.0
22,69,1,13.21767537538882,7.601402334583733,175,75,51,58,53.0,55,70.0,55,56,1,0,0,0,13.428623497660066,59.0,50.8,26.4,11.6,0.0,1.0,0.0,0.0
20,66,1,12.959846800844964,6.2166061010848646,172,70,61,57,55.0,55,70.0,70,55,1,0,0,0,13.429671974294894,50.8,59.6,55.6,13.0,0.0,0.0,0.0,1.0
18,68,1,12.100717685412471,6.2166061010848646,188,82,44,48,36.0,44,32.0,21,63,1,0,0,0,13.656585555060824,28.6,22.4,21.0,51.6,0.0,0.0,1.0,0.0
17,73,1,12.429220196836384,8.699681400989514,195,70,59,57,56.0,46,57.0,52,43,1,0,0,0,12.863381699040996,54.8,45.2,20.4,9.6,0.0,1.0,0.0,0.0
20,65,0,12.524530013005734,6.311734809152915,171,60,67,66,51.0,37,62.0,53,38,1,0,0,0,13.430423468636937,56.8,53.0,29.2,12.0,0.0,0.0,0.0,1.0
20,69,1,13.527829818844936,7.601402334583733,182,75,61,65,64.0,60,72.0,59,48,1,0,0,1,13.5449278770999,55.4,63.8,56.4,12.0,0.0,0.0,0.0,1.0
17,80,1,14.220976332738882,7.601402334583733,183,72,65,65,63.0,62,73.0,80,79,1,0,0,1,13.44957184754862,45.4,54.6,67.6,10.8,1.0,0.0,0.0,0.0
20,64,1,11.695255355062796,7.601402334583733,187,81,31,33,23.0,45,35.0,26,57,1,0,0,0,13.21815512368741,24.0,29.2,19.0,50.4,0.0,0.0,1.0,0.0
19,73,1,12.959846800844964,10.463131911491969,179,72,70,73,65.0,53,66.0,52,48,1,0,0,0,16.879965883045582,62.4,51.8,31.0,10.0,0.0,0.0,0.0,1.0
26,72,0,14.508658238524095,8.006700845440367,177,70,83,79,78.0,68,68.0,78,60,1,0,0,1,13.972350766283077,61.2,68.6,65.0,8.4,1.0,0.0,0.0,0.0
23,71,1,14.220976332738882,7.601402334583733,170,65,80,79,78.0,71,69.0,67,55,1,0,0,0,13.625385916303207,70.8,66.4,62.2,11.0,0.0,0.0,0.0,1.0
22,67,1,13.07107218827772,8.987321812850125,175,72,68,66,69.0,59,72.0,59,50,1,0,0,0,14.415485983355318,56.8,51.2,55.2,11.6,1.0,0.0,0.0,0.0
31,64,0,12.611541086966117,9.105090961257083,182,82,16,31,35.0,52,42.0,20,53,1,0,0,3,13.557663784443651,23.2,18.2,18.6,64.6,0.0,0.0,1.0,0.0
21,71,1,13.910821646859096,8.006700845440367,178,73,63,61,56.0,65,69.0,63,64,1,0,0,0,13.430423468636937,47.8,54.4,64.6,8.2,1.0,0.0,0.0,0.0
20,77,0,14.914123179965662,8.987321812850125,187,78,62,67,58.0,67,56.0,66,74,1,1,0,0,14.332366943642228,63.2,71.2,65.0,7.4,0.0,0.0,0.0,1.0
27,65,1,13.304686600863562,9.472781556562168,173,71,63,64,59.0,66,77.0,64,59,1,0,0,0,13.557663784443651,50.2,60.8,63.4,11.0,0.0,0.0,0.0,1.0
21,75,1,13.790193775620484,8.006700845440367,170,65,72,72,65.0,60,84.0,63,39,1,0,0,1,13.493698046604132,62.8,59.2,44.6,8.6,0.0,0.0,0.0,1.0
21,70,1,13.122365377402328,7.601402334583733,181,73,62,59,52.0,65,65.0,47,53,1,0,0,1,13.42140055078884,57.2,56.6,53.2,8.8,0.0,0.0,0.0,1.0
18,68,1,12.691583538230216,6.2166061010848646,188,80,68,69,37.0,51,52.0,55,59,1,0,0,0,12.74527155037567,59.4,46.2,32.0,13.0,0.0,1.0,0.0,0.0
20,75,1,13.910821646859096,6.90875477931522,191,77,53,59,42.0,59,48.0,40,65,1,0,0,2,13.41265503043043,42.4,43.2,63.6,9.8,1.0,0.0,0.0,0.0
22,72,1,13.71015115341694,8.699681400989514,180,75,74,76,66.0,70,58.0,45,68,1,0,0,0,14.99770738813299,68.6,47.2,29.8,8.6,0.0,1.0,0.0,0.0
21,70,1,13.171155446333852,8.294299608857235,175,65,68,66,62.0,56,78.0,52,45,1,0,0,0,16.120513337584562,56.8,56.0,54.6,11.2,1.0,0.0,0.0,0.0
17,75,0,13.21767537538882,6.90875477931522,183,75,69,73,71.0,55,61.0,43,52,1,0,0,0,16.27660322029287,65.0,52.2,29.0,11.6,0.0,0.0,0.0,1.0
19,75,1,13.68198030819624,8.006700845440367,191,80,50,63,48.0,59,47.0,49,68,1,0,0,0,15.498861079146836,44.8,52.6,62.2,7.6,1.0,0.0,0.0,0.0
20,71,0,13.21767537538882,10.275085591132717,179,73,69,66,69.0,54,67.0,48,49,1,0,0,0,16.003051469855546,62.4,55.8,38.4,10.2,0.0,0.0,0.0,1.0
20,70,1,13.623139877437296,7.601402334583733,183,79,60,62,54.0,62,60.0,45,66,1,1,0,0,13.429671974294894,45.2,48.2,65.2,10.4,1.0,0.0,0.0,0.0
20,69,1,12.429220196836384,7.601402334583733,180,75,58,60,59.0,54,56.0,56,49,1,0,0,1,12.833454351966092,56.2,48.4,24.8,11.0,0.0,1.0,0.0,0.0
25,64,0,12.691583538230216,6.90875477931522,178,70,67,70,55.0,54,48.0,56,60,1,0,0,0,13.998421168405548,50.2,50.6,57.8,7.6,1.0,0.0,0.0,0.0
21,70,1,13.171155446333852,6.90875477931522,170,72,72,71,70.0,51,60.0,58,50,1,0,0,0,13.428623497660066,58.0,54.6,54.2,11.0,1.0,0.0,0.0,0.0
20,77,1,13.997832948091215,7.601402334583733,180,66,72,60,83.0,64,86.0,58,39,1,0,0,3,13.430423468636937,58.8,63.2,52.2,10.0,0.0,0.0,0.0,1.0
19,73,1,13.07107218827772,6.478509642208569,175,71,67,66,66.0,47,64.0,52,51,1,0,0,3,12.972663513939668,59.2,54.4,28.8,10.4,0.0,0.0,0.0,1.0
17,79,1,13.623139877437296,6.90875477931522,180,68,65,54,56.0,58,69.0,54,56,1,0,0,3,13.924495531742558,58.4,60.8,57.4,10.4,0.0,0.0,0.0,1.0
18,66,0,11.849404844423074,8.006700845440367,175,70,64,69,67.0,49,72.0,52,47,1,0,0,0,13.2717749695279,53.6,48.0,39.8,13.0,0.0,0.0,0.0,1.0
21,67,1,13.017005083966255,7.601402334583733,180,83,69,63,65.0,57,76.0,68,73,1,0,0,4,12.973304633365212,59.0,60.0,58.8,10.2,0.0,0.0,0.0,1.0
19,73,1,12.959846800844964,6.2166061010848646,180,75,49,52,74.0,58,67.0,56,59,1,0,0,1,13.429671974294894,52.4,56.6,54.2,9.6,0.0,0.0,0.0,1.0
18,67,1,12.154784614286667,6.2166061010848646,187,78,36,39,38.0,42,30.0,15,50,1,0,0,2,13.430423468636937,26.8,20.0,17.6,52.8,0.0,0.0,1.0,0.0
16,79,1,12.899222326086994,6.2166061010848646,178,75,68,70,59.0,52,67.0,58,59,1,0,0,0,13.44957184754862,59.6,55.6,41.8,11.2,0.0,0.0,0.0,1.0
21,77,1,14.346139397261563,8.294299608857235,190,83,59,60,48.0,62,44.0,59,77,1,0,0,2,13.670192938492429,47.4,52.6,66.0,10.6,1.0,0.0,0.0,0.0
22,64,1,12.691583538230216,6.90875477931522,180,70,62,62,61.0,58,71.0,57,43,1,0,0,0,13.96275388116359,48.0,54.6,56.4,8.8,0.0,0.0,0.0,1.0
20,74,0,13.910821646859096,7.601402334583733,175,70,78,76,72.0,55,71.0,50,41,1,0,0,3,13.206194732114254,69.2,55.4,24.2,12.2,0.0,0.0,0.0,1.0
19,69,1,12.429220196836384,8.517393171418904,173,70,80,76,77.0,46,74.0,57,60,1,0,0,0,13.661394522002082,62.2,48.4,47.4,10.0,0.0,0.0,0.0,1.0
21,63,1,12.524530013005734,6.311734809152915,178,72,67,61,60.0,55,71.0,65,53,1,0,0,2,12.95372207686989,49.4,41.0,54.4,10.0,1.0,0.0,0.0,0.0
18,76,1,12.83468397161566,8.006700845440367,180,76,66,68,64.0,54,67.0,52,67,1,0,0,1,13.604165024654538,49.4,44.4,57.0,12.4,1.0,0.0,0.0,0.0
18,63,1,11.60824473564232,6.2166061010848646,178,74,66,69,72.0,46,69.0,58,51,1,0,0,0,12.200044263345166,55.2,51.8,43.2,11.2,0.0,0.0,0.0,1.0
21,74,1,13.997832948091215,8.006700845440367,195,83,66,75,54.0,59,45.0,68,82,1,1,0,0,13.428623497660066,52.4,49.0,65.8,10.8,1.0,0.0,0.0,0.0
20,69,0,13.592368256649284,8.006700845440367,160,59,75,78,74.0,51,90.0,62,30,1,0,0,1,13.44957184754862,62.4,58.6,34.2,12.8,0.0,0.0,0.0,1.0
18,73,1,12.691583538230216,6.68586094706836,183,71,63,65,63.0,51,74.0,58,51,1,0,0,2,13.428623497660066,56.2,57.8,46.6,9.8,0.0,0.0,0.0,1.0
16,65,1,12.154784614286667,6.2166061010848646,186,79,23,19,24.0,43,32.0,17,43,1,0,0,2,13.44957184754862,21.6,22.8,16.6,55.0,0.0,0.0,1.0,0.0
18,73,1,12.899222326086994,6.2166061010848646,181,72,61,64,45.0,50,67.0,57,71,1,0,0,0,13.41265503043043,44.4,42.4,59.0,10.0,1.0,0.0,0.0,0.0
18,74,0,12.524530013005734,7.601402334583733,180,75,51,55,41.0,48,65.0,54,57,1,0,0,0,13.158590475180356,42.2,44.4,56.4,9.0,1.0,0.0,0.0,0.0
21,73,1,14.285514812209817,9.305741456739437,178,70,74,73,58.0,61,74.0,52,49,1,1,0,0,13.604159701100064,66.8,59.2,27.2,10.0,0.0,0.0,0.0,1.0
20,74,1,13.171155446333852,6.55250788703459,180,74,59,54,56.0,55,65.0,63,58,1,0,0,0,12.788907050669012,55.2,59.8,51.4,9.2,0.0,0.0,0.0,1.0
20,64,1,12.25486757159303,8.294299608857235,185,75,59,59,60.0,56,65.0,57,56,1,0,0,0,12.84666915211593,54.4,55.2,38.0,10.8,0.0,0.0,0.0,1.0
20,66,1,12.429220196836384,6.398594934535208,174,67,62,70,70.0,56,68.0,48,41,1,0,0,4,11.975824267552426,58.2,48.4,22.0,9.4,0.0,1.0,0.0,0.0
21,74,0,13.997832948091215,7.601402334583733,186,79,63,62,53.0,59,51.0,66,68,1,0,0,1,13.429671974294894,48.8,56.2,64.6,7.8,1.0,0.0,0.0,0.0
20,70,1,12.524530013005734,6.2166061010848646,178,76,58,61,49.0,54,63.0,57,61,1,0,0,0,12.811303325729414,51.8,54.6,50.2,9.2,0.0,0.0,0.0,1.0
19,74,0,13.26212705890841,6.85751406254539,170,70,72,61,61.0,51,81.0,67,46,1,1,0,0,13.428623497660066,60.6,63.6,53.0,12.6,0.0,0.0,0.0,1.0
21,69,1,13.45883704259595,8.517393171418904,182,76,57,52,54.0,55,62.0,57,58,1,0,0,1,15.6579447312579,52.6,62.6,60.4,9.4,0.0,0.0,0.0,1.0
21,72,1,13.527829818844936,8.006700845440367,184,74,74,74,71.0,59,68.0,64,62,1,0,0,2,13.7867427627573,66.2,53.4,27.6,8.6,0.0,1.0,0.0,0.0
20,67,1,12.154784614286667,7.601402334583733,182,76,50,58,59.0,52,61.0,60,58,1,0,0,0,13.429671974294894,52.0,49.4,21.2,11.2,0.0,1.0,0.0,0.0
19,69,1,12.25486757159303,7.601402334583733,180,75,58,53,55.0,53,65.0,59,55,1,0,0,1,13.429671974294894,52.2,53.8,43.8,10.2,0.0,0.0,0.0,1.0
21,67,1,12.611541086966117,6.85751406254539,172,65,66,69,60.0,55,91.0,48,43,1,0,0,4,13.429671974294894,58.8,52.4,50.2,11.6,0.0,0.0,0.0,1.0
18,73,1,12.691583538230216,7.601402334583733,181,77,65,67,60.0,56,62.0,61,59,1,0,0,3,13.429671974294894,58.0,56.0,53.0,10.2,0.0,0.0,0.0,1.0
18,67,1,11.849404844423074,8.006700845440367,178,60,56,56,43.0,49,76.0,61,55,1,0,0,0,13.616815235223404,40.6,39.6,52.8,11.4,1.0,0.0,0.0,0.0
18,67,1,12.611541086966117,8.294299608857235,179,76,75,70,64.0,55,64.0,51,59,1,0,0,0,13.243403675412782,63.2,50.0,23.8,10.2,0.0,1.0,0.0,0.0
19,70,0,12.388398368982116,7.601402334583733,183,76,64,66,55.0,52,60.0,55,57,1,0,0,3,13.429671974294894,55.4,54.6,48.6,10.6,0.0,0.0,0.0,1.0
16,82,1,13.384729180332174,8.006700845440367,165,65,74,69,75.0,53,93.0,57,31,1,0,0,0,13.428623497660066,62.2,55.8,43.6,12.0,0.0,0.0,0.0,1.0
20,66,1,12.25486757159303,8.006700845440367,180,75,56,63,51.0,52,56.0,52,66,1,0,0,0,13.429671974294894,44.8,40.2,55.0,8.4,1.0,0.0,0.0,0.0
18,75,1,12.429220196836384,8.006700845440367,168,70,63,62,52.0,50,85.0,63,46,1,0,0,0,13.430423468636937,51.6,55.4,45.2,10.6,0.0,0.0,0.0,1.0
21,69,1,13.384729180332174,6.746412128573375,189,84,30,21,33.0,51,40.0,19,32,1,0,0,4,14.218685474666856,23.4,23.6,15.4,61.4,0.0,0.0,1.0,0.0
18,65,1,12.301387370778713,6.2166061010848646,176,75,75,73,72.0,48,66.0,53,48,1,0,0,2,13.5449278770999,61.4,49.4,29.2,11.4,0.0,0.0,0.0,1.0
24,72,1,14.151983508870948,8.294299608857235,192,85,61,67,42.0,64,42.0,66,70,1,0,0,3,13.241540026159676,47.4,58.2,67.6,10.4,1.0,0.0,0.0,0.0
23,73,1,14.285514812209817,8.006700845440367,182,72,65,65,55.0,65,70.0,73,71,1,0,0,4,13.648895343068602,54.8,56.6,66.8,11.8,1.0,0.0,0.0,0.0
20,61,0,11.695255355062796,6.2166061010848646,182,76,59,54,58.0,48,51.0,59,67,1,0,0,4,11.981489673357371,42.6,41.0,54.0,12.8,1.0,0.0,0.0,0.0
19,64,1,12.611541086966117,6.2166061010848646,186,70,58,56,53.0,55,59.0,57,53,1,0,0,0,12.32813504703369,43.6,48.2,56.0,9.4,1.0,0.0,0.0,0.0
19,64,1,12.429220196836384,6.2166061010848646,172,70,69,67,67.0,50,64.0,54,46,1,0,0,0,12.32813504703369,59.0,50.2,49.2,8.6,0.0,0.0,0.0,1.0
19,63,1,12.429220196836384,6.2166061010848646,181,70,63,62,64.0,50,67.0,56,48,1,0,0,0,12.32813504703369,55.4,56.2,51.8,10.2,0.0,0.0,0.0,1.0
19,58,0,11.51293546492023,7.601402334583733,170,70,66,62,59.0,52,67.0,55,46,1,0,0,0,12.397587501370758,44.0,34.2,48.4,10.4,1.0,0.0,0.0,0.0
18,67,1,11.918397239722838,6.90875477931522,170,70,67,67,73.0,53,80.0,67,38,1,0,0,0,11.846183246562187,55.2,54.4,41.4,11.0,0.0,0.0,0.0,1.0
19,73,1,13.623139877437296,6.621405651764134,178,72,63,63,62.0,60,49.0,60,49,1,0,0,0,13.481420057797193,52.4,58.2,57.2,11.6,1.0,0.0,0.0,0.0
22,79,1,15.38412668421143,9.852246888342531,181,78,93,93,80.0,80,80.0,70,66,1,0,0,3,14.579691435858024,79.2,63.2,38.4,11.0,0.0,1.0,0.0,0.0
21,72,1,13.26212705890841,6.90875477931522,193,86,37,41,34.0,58,33.0,58,83,1,0,0,0,13.795517433102845,35.2,42.6,63.8,12.0,1.0,0.0,0.0,0.0
28,75,1,14.946912992035967,9.305741456739437,187,84,69,68,71.0,72,65.0,68,72,1,0,0,2,14.461244364259889,62.0,67.2,72.8,10.2,1.0,0.0,0.0,0.0
23,52,1,11.002116507732016,6.2166061010848646,176,64,52,40,35.0,44,54.0,57,53,1,0,0,4,12.105578277588489,36.8,37.4,53.0,8.4,1.0,0.0,0.0,0.0
20,62,1,11.60824473564232,6.2166061010848646,178,68,65,55,56.0,55,53.0,65,51,1,0,0,2,13.428623497660066,52.4,52.8,46.2,9.8,0.0,0.0,0.0,1.0
21,61,1,12.25486757159303,6.2166061010848646,166,62,63,61,59.0,40,53.0,50,47,1,0,0,2,13.41265503043043,59.4,49.6,26.0,9.2,0.0,1.0,0.0,0.0
20,69,0,12.899222326086994,6.90875477931522,185,79,66,70,58.0,55,52.0,65,55,1,0,0,0,13.464083619186251,60.4,59.8,47.4,9.0,0.0,0.0,0.0,1.0
20,70,1,12.691583538230216,6.90875477931522,188,77,64,64,55.0,46,59.0,64,66,1,0,0,1,13.590689478548242,47.8,49.0,56.0,10.2,1.0,0.0,0.0,0.0
21,73,1,14.220976332738882,7.601402334583733,185,72,78,70,45.0,59,68.0,68,71,1,0,0,0,13.420280286343,52.0,52.6,66.6,10.6,1.0,0.0,0.0,0.0
19,74,1,13.171155446333852,6.90875477931522,180,75,65,67,61.0,58,65.0,46,59,1,0,0,2,13.428623497660066,59.4,56.0,47.4,12.4,0.0,0.0,0.0,1.0
18,60,1,11.695255355062796,6.2166061010848646,165,64,53,57,49.0,53,45.0,45,41,1,0,0,4,13.429671974294894,47.8,52.4,41.4,8.8,0.0,0.0,0.0,1.0
23,57,1,11.695255355062796,6.2166061010848646,175,68,55,60,53.0,58,53.0,52,50,1,0,0,2,13.430423468636937,54.4,45.8,21.8,11.8,0.0,1.0,0.0,0.0
24,60,1,12.04355959836804,6.2166061010848646,177,74,57,48,52.0,48,46.0,51,64,1,0,0,4,13.428623497660066,40.2,37.6,56.6,9.0,1.0,0.0,0.0,0.0
20,77,1,13.71015115341694,6.68586094706836,191,80,62,51,53.0,58,68.0,57,66,1,0,0,2,13.16289402805897,46.8,51.8,63.2,8.2,1.0,0.0,0.0,0.0
19,71,1,12.524530013005734,6.311734809152915,182,74,54,59,71.0,53,63.0,47,57,1,0,0,0,12.919307224895116,54.4,50.8,23.4,9.8,0.0,1.0,0.0,0.0
20,72,1,13.21767537538882,6.478509642208569,186,74,70,71,57.0,56,64.0,69,67,1,0,0,0,13.743544653976624,61.6,61.2,56.8,9.4,0.0,0.0,0.0,1.0
20,73,0,13.07107218827772,9.741027444837728,176,70,81,79,75.0,52,72.0,67,50,1,0,0,0,14.037013419118288,58.8,50.6,52.4,12.0,1.0,0.0,0.0,0.0
18,71,1,12.691583538230216,9.680406499268877,180,77,62,64,66.0,47,66.0,61,45,1,0,0,0,14.554289186182794,56.2,60.6,47.6,9.8,0.0,0.0,0.0,1.0
21,70,1,13.07107218827772,6.55250788703459,185,77,66,66,62.0,52,57.0,66,70,1,0,0,3,13.822373960484551,48.8,53.8,59.4,9.0,1.0,0.0,0.0,0.0
20,72,1,12.899222326086994,8.517393171418904,183,70,70,71,73.0,51,65.0,60,62,1,1,0,0,13.428623497660066,64.2,48.4,31.0,10.8,0.0,1.0,0.0,0.0
19,70,1,12.524530013005734,6.2166061010848646,187,80,59,62,49.0,50,52.0,61,65,1,0,0,0,13.41265503043043,45.6,46.8,55.8,12.4,1.0,0.0,0.0,0.0
17,80,1,14.220976332738882,6.746412128573375,177,74,75,73,68.0,56,58.0,63,53,1,0,0,4,13.41265503043043,68.0,59.6,31.4,8.2,0.0,0.0,0.0,1.0
19,66,1,12.429220196836384,8.853808274977197,178,74,80,77,73.0,49,75.0,64,52,1,0,0,0,13.44957184754862,63.6,45.2,28.4,8.2,0.0,1.0,0.0,0.0
17,72,1,12.524530013005734,6.2166061010848646,188,80,26,15,38.0,55,32.0,27,64,1,0,0,2,13.138351333513082,19.6,22.4,20.4,54.0,0.0,0.0,1.0,0.0
20,78,1,13.997832948091215,6.2166061010848646,194,82,26,29,37.0,62,41.0,23,61,1,0,0,3,13.428623497660066,24.2,24.4,21.8,62.2,0.0,0.0,1.0,0.0
20,75,1,13.304686600863562,6.90875477931522,182,76,72,70,59.0,60,61.0,64,59,1,0,0,3,13.051667268195546,63.4,59.4,54.6,9.8,0.0,1.0,0.0,0.0
17,75,0,13.122365377402328,6.478509642208569,180,75,66,67,67.0,53,65.0,59,55,1,0,0,2,12.979375927116177,58.4,57.6,37.6,12.2,0.0,0.0,0.0,1.0
20,79,1,14.648420115681892,9.39274525863144,196,82,70,70,61.0,66,58.0,68,74,1,0,0,4,15.846670462790078,58.0,57.0,67.8,11.0,1.0,0.0,0.0,0.0
19,79,1,14.285514812209817,7.601402334583733,182,70,65,67,66.0,66,66.0,62,59,1,0,0,3,16.0812456678285,61.0,61.4,64.6,9.0,0.0,0.0,0.0,1.0
20,76,1,13.652992804936396,6.55250788703459,191,86,29,31,36.0,60,26.0,25,55,1,0,0,3,14.464914056135548,23.8,28.0,19.8,61.4,0.0,0.0,1.0,0.0
23,77,1,14.914123179965662,9.798182590890704,186,79,56,60,40.0,62,63.0,62,77,1,0,0,2,15.86747566331245,49.0,54.6,71.8,9.2,1.0,0.0,0.0,0.0
